"x"
"1","survey"
"o_district","d_district","purp","Freq"
"129","3","5","NHB",4624
"130","4","5","NHB",1240
"131","5","5","NHB",29248
"132","6","5","NHB",3946
"133","7","5","NHB",2763
"134","1","6","NHB",2308
"135","2","6","NHB",207
"136","3","6","NHB",897
"137","4","6","NHB",352
"138","5","6","NHB",2924
"139","6","6","NHB",7569
"140","7","6","NHB",397
"141","1","7","NHB",7515
"142","2","7","NHB",614
"143","3","7","NHB",8749
"144","4","7","NHB",5183
"145","5","7","NHB",2985
"146","6","7","NHB",619
"147","7","7","NHB",49185
"x"
"1","bkrcast_lodes_out"
"o_district","d_district","purp","Freq"
"1","1","1","HBO",0
"2","2","1","HBO",0
"3","3","1","HBO",0
"4","4","1","HBO",0
"5","5","1","HBO",12168
"6","6","1","HBO",1180
"7","7","1","HBO",62646
"8","1","2","HBO",0
"9","2","2","HBO",0
"10","3","2","HBO",0
"11","4","2","HBO",0
"12","5","2","HBO",2749
"13","6","2","HBO",240
"14","7","2","HBO",8986
"15","1","3","HBO",0
"16","2","3","HBO",0
"17","3","3","HBO",0
"18","4","3","HBO",0
"19","5","3","HBO",17194
"20","6","3","HBO",527
"21","7","3","HBO",41019
"22","1","4","HBO",0
"23","2","4","HBO",0
"24","3","4","HBO",0
"25","4","4","HBO",0
"26","5","4","HBO",3182
"27","6","4","HBO",194
"28","7","4","HBO",36323
"29","1","5","HBO",14302
"30","2","5","HBO",2852
"31","3","5","HBO",18871
"32","4","5","HBO",3397
"33","5","5","HBO",1199942
"34","6","5","HBO",74653
"35","7","5","HBO",197392
"36","1","6","HBO",1494
"37","2","6","HBO",281
"38","3","6","HBO",561
"39","4","6","HBO",193
"40","5","6","HBO",66936
"41","6","6","HBO",81851
"42","7","6","HBO",21744
"43","1","7","HBO",72958
"44","2","7","HBO",9617
"45","3","7","HBO",45980
"46","4","7","HBO",41592
"47","5","7","HBO",200198
"48","6","7","HBO",23964
"49","7","7","HBO",5885171
"50","1","1","HBW",0
"51","2","1","HBW",0
"52","3","1","HBW",0
"53","4","1","HBW",0
"54","5","1","HBW",9620
"55","6","1","HBW",883
"56","7","1","HBW",30762
"57","1","2","HBW",0
"58","2","2","HBW",0
"59","3","2","HBW",0
"60","4","2","HBW",0
"61","5","2","HBW",4207
"62","6","2","HBW",415
"63","7","2","HBW",11889
"64","1","3","HBW",0
"65","2","3","HBW",0
"66","3","3","HBW",0
"67","4","3","HBW",0
"68","5","3","HBW",6277
"69","6","3","HBW",362
"70","7","3","HBW",22318
"71","1","4","HBW",0
"72","2","4","HBW",0
"73","3","4","HBW",0
"74","4","4","HBW",0
"75","5","4","HBW",7635
"76","6","4","HBW",562
"77","7","4","HBW",30220
"78","1","5","HBW",6277
"79","2","5","HBW",2590
"80","3","5","HBW",4272
"81","4","5","HBW",4606
"82","5","5","HBW",216718
"83","6","5","HBW",47439
"84","7","5","HBW",125646
"85","1","6","HBW",617
"86","2","6","HBW",230
"87","3","6","HBW",264
"88","4","6","HBW",349
"89","5","6","HBW",70466
"90","6","6","HBW",29561
"91","7","6","HBW",44044
"92","1","7","HBW",20815
"93","2","7","HBW",7363
"94","3","7","HBW",15168
"95","4","7","HBW",19686
"96","5","7","HBW",109557
"97","6","7","HBW",28373
"98","7","7","HBW",1134357
"99","1","1","NHB",61093
"100","2","1","NHB",9631
"101","3","1","NHB",6946
"102","4","1","NHB",11350
"103","5","1","NHB",9027
"104","6","1","NHB",3130
"105","7","1","NHB",25226
"106","1","2","NHB",7622
"107","2","2","NHB",7239
"108","3","2","NHB",1924
"109","4","2","NHB",877
"110","5","2","NHB",1575
"111","6","2","NHB",276
"112","7","2","NHB",3719
"113","1","3","NHB",7207
"114","2","3","NHB",2485
"115","3","3","NHB",36040
"116","4","3","NHB",9791
"117","5","3","NHB",9529
"118","6","3","NHB",1322
"119","7","3","NHB",18485
"120","1","4","NHB",9345
"121","2","4","NHB",1038
"122","3","4","NHB",8202
"123","4","4","NHB",32443
"124","5","4","NHB",2909
"125","6","4","NHB",446
"126","7","4","NHB",15920
"127","1","5","NHB",10173
"128","2","5","NHB",2294
"129","3","5","NHB",9671
"130","4","5","NHB",3976
"131","5","5","NHB",677780
"132","6","5","NHB",71448
"133","7","5","NHB",85104
"134","1","6","NHB",2565
"135","2","6","NHB",407
"136","3","6","NHB",956
"137","4","6","NHB",416
"138","5","6","NHB",52299
"139","6","6","NHB",140259
"140","7","6","NHB",14943
"141","1","7","NHB",29440
"142","2","7","NHB",5706
"143","3","7","NHB",23891
"144","4","7","NHB",19870
"145","5","7","NHB",99380
"146","6","7","NHB",23308
"147","7","7","NHB",2771056
"x"
"1","bkrcast_esd"
"o_district","d_district","purp","Freq"
"1","1","1","HBO",244069
"2","2","1","HBO",20355
"3","3","1","HBO",23260
"4","4","1","HBO",33288
"5","5","1","HBO",24727
"6","6","1","HBO",4384
"7","7","1","HBO",83763
"8","1","2","HBO",19598
"9","2","2","HBO",9493
"10","3","2","HBO",4030
"11","4","2","HBO",2407
"12","5","2","HBO",3326
"13","6","2","HBO",353
"14","7","2","HBO",9740
"15","1","3","HBO",24504
"16","2","3","HBO",4015
"17","3","3","HBO",196688
"18","4","3","HBO",37367
"19","5","3","HBO",30837
"20","6","3","HBO",2139
"21","7","3","HBO",70311
"22","1","4","HBO",34898
"23","2","4","HBO",2574
"24","3","4","HBO",38732
"25","4","4","HBO",130315
"26","5","4","HBO",8372
"27","6","4","HBO",1149
"28","7","4","HBO",56982
"29","1","5","HBO",26133
"30","2","5","HBO",3407
"31","3","5","HBO",31376
"32","4","5","HBO",8576
"33","5","5","HBO",1199942
"34","6","5","HBO",74653
"35","7","5","HBO",197392
"36","1","6","HBO",4400
"37","2","6","HBO",381
"38","3","6","HBO",2054
"39","4","6","HBO",1133
"40","5","6","HBO",66936
"41","6","6","HBO",81851
"42","7","6","HBO",21744
"43","1","7","HBO",92920
"44","2","7","HBO",10349
"45","3","7","HBO",73925
"46","4","7","HBO",61657
"47","5","7","HBO",200198
"48","6","7","HBO",23964
"49","7","7","HBO",5885171
"50","1","1","HBW",23824
"51","2","1","HBW",3882
"52","3","1","HBW",7490
"53","4","1","HBW",10375
"54","5","1","HBW",14671
"55","6","1","HBW",3551
"56","7","1","HBW",39129
"57","1","2","HBW",5614
"58","2","2","HBW",3504
"59","3","2","HBW",2762
"60","4","2","HBW",2195
"61","5","2","HBW",4445
"62","6","2","HBW",531
"63","7","2","HBW",12216
"64","1","3","HBW",6650
"65","2","3","HBW",1763
"66","3","3","HBW",20501
"67","4","3","HBW",9238
"68","5","3","HBW",11776
"69","6","3","HBW",2581
"70","7","3","HBW",30624
"71","1","4","HBW",11395
"72","2","4","HBW",1457
"73","3","4","HBW",10771
"74","4","4","HBW",20564
"75","5","4","HBW",10687
"76","6","4","HBW",2030
"77","7","4","HBW",36075
"78","1","5","HBW",14517
"79","2","5","HBW",2951
"80","3","5","HBW",13187
"81","4","5","HBW",9596
"82","5","5","HBW",216718
"83","6","5","HBW",47439
"84","7","5","HBW",125646
"85","1","6","HBW",5214
"86","2","6","HBW",444
"87","3","6","HBW",4127
"88","4","6","HBW",2818
"89","5","6","HBW",70466
"90","6","6","HBW",29561
"91","7","6","HBW",44044
"92","1","7","HBW",34202
"93","2","7","HBW",7887
"94","3","7","HBW",27983
"95","4","7","HBW",28854
"96","5","7","HBW",109557
"97","6","7","HBW",28373
"98","7","7","HBW",1134357
"99","1","1","NHB",175885
"100","2","1","NHB",22876
"101","3","1","NHB",16720
"102","4","1","NHB",28289
"103","5","1","NHB",16967
"104","6","1","NHB",7191
"105","7","1","NHB",37320
"106","1","2","NHB",18822
"107","2","2","NHB",19521
"108","3","2","NHB",4153
"109","4","2","NHB",1804
"110","5","2","NHB",2342
"111","6","2","NHB",720
"112","7","2","NHB",4641
"113","1","3","NHB",17955
"114","2","3","NHB",5463
"115","3","3","NHB",128274
"116","4","3","NHB",27386
"117","5","3","NHB",17228
"118","6","3","NHB",2975
"119","7","3","NHB",30706
"120","1","4","NHB",25104
"121","2","4","NHB",2316
"122","3","4","NHB",24316
"123","4","4","NHB",97377
"124","5","4","NHB",4900
"125","6","4","NHB",1035
"126","7","4","NHB",23146
"127","1","5","NHB",14730
"128","2","5","NHB",2698
"129","3","5","NHB",14295
"130","4","5","NHB",5216
"131","5","5","NHB",707028
"132","6","5","NHB",75394
"133","7","5","NHB",87867
"134","1","6","NHB",4873
"135","2","6","NHB",614
"136","3","6","NHB",1853
"137","4","6","NHB",768
"138","5","6","NHB",55223
"139","6","6","NHB",147828
"140","7","6","NHB",15340
"141","1","7","NHB",36955
"142","2","7","NHB",6320
"143","3","7","NHB",32640
"144","4","7","NHB",25053
"145","5","7","NHB",102365
"146","6","7","NHB",23927
"147","7","7","NHB",2820241
